,json_image_index,json_color,json_size,json_material,json_shape,json_pixel_coords,csv_area,csv_box,file,csv_color,csv_size,csv_material,csv_label
1567,242,yellow,large,metal,sphere,"[149, 137, 10.75294017791748]",4854.0,"[113, 101, 69, 69]",cache/1756274544226.png,,,,
1568,242,cyan,large,metal,sphere,"[296, 101, 12.665355682373047]",3487.0,"[266, 70, 59, 58]",cache/1756274544234.png,,,,
1569,242,green,large,rubber,cube,"[388, 119, 11.605066299438477]",7436.0,"[346, 78, 89, 83]",cache/1756274544239.png,,,,
1570,242,red,large,rubber,sphere,"[267, 163, 9.66220760345459]",5848.0,"[228, 125, 76, 76]",cache/1756274544244.png,,,,
1571,243,green,small,rubber,cube,"[231, 268, 7.177867412567139]",5729.0,"[195, 228, 70, 81]",cache/1756274273292.png,,,,
1572,243,yellow,large,metal,sphere,"[309, 112, 11.420294761657715]",3554.0,"[276, 79, 65, 54]",cache/1756274273303.png,,,,
1573,243,purple,small,rubber,cylinder,"[213, 118, 12.043268203735352]",1245.0,"[197, 98, 31, 39]",cache/1756274273320.png,,,,
1574,243,brown,small,rubber,cylinder,"[122, 164, 9.977729797363281]",8765.0,"[112, 156, 93, 93]",cache/1756274273279.png,,,,
1575,243,green,large,metal,sphere,"[78, 127, 10.700576782226562]",5151.0,"[41, 91, 72, 71]",cache/1756274273286.png,,,,
1576,243,purple,small,metal,cylinder,"[388, 185, 9.241687774658203]",2455.0,"[365, 158, 45, 53]",cache/1756274273315.png,,,,
1577,243,blue,small,rubber,cube,"[404, 155, 10.330487251281738]",2577.0,"[379, 129, 52, 49]",cache/1756274273325.png,,,,
1578,243,cyan,large,metal,sphere,"[160, 204, 8.014571189880371]",8765.0,"[112, 156, 93, 93]",cache/1756274273279.png,,,,
1579,243,purple,small,metal,sphere,"[258, 90, 13.809785842895508]",719.0,"[244, 76, 26, 27]",cache/1756274273298.png,,,,
1580,243,brown,large,metal,cube,"[305, 186, 8.503259658813477]",11899.0,"[254, 128, 98, 120]",cache/1756274273309.png,,,,
1581,244,blue,large,metal,cylinder,"[261, 90, 13.444254875183105]",3978.0,"[232, 55, 56, 69]",cache/1756274295196.png,,,,
1582,244,cyan,small,metal,cylinder,"[321, 130, 12.062767028808594]",18304.0,"[262, 109, 115, 158]",cache/1756274295152.png,,,,
1583,244,blue,large,rubber,cube,"[369, 163, 9.801755905151367]",18304.0,"[262, 109, 115, 158]",cache/1756274295152.png,,,,
1584,244,cyan,large,rubber,cube,"[176, 151, 10.276588439941406]",10365.0,"[123, 101, 100, 103]",cache/1756274295142.png,,,,
1585,244,red,large,rubber,cube,"[134, 108, 12.328617095947266]",10365.0,"[123, 101, 100, 103]",cache/1756274295142.png,,,,
1586,244,red,small,metal,cylinder,"[209, 95, 14.123841285705566]",879.0,"[195, 78, 26, 32]",cache/1756274295204.png,,,,
1587,244,blue,large,rubber,sphere,"[62, 134, 10.987251281738281]",4840.0,"[25, 99, 71, 67]",cache/1756274295132.png,,,,
1588,244,cyan,large,metal,cube,"[319, 200, 8.62374496459961]",18304.0,"[262, 109, 115, 158]",cache/1756274295152.png,,,,
1589,244,yellow,small,metal,cylinder,"[240, 247, 8.060822486877441]",2993.0,"[216, 215, 46, 64]",cache/1756274295180.png,,,,
1590,244,purple,large,metal,cube,"[401, 125, 11.417425155639648]",7626.0,"[358, 81, 92, 82]",cache/1756274295169.png,,,,
1591,245,purple,small,metal,sphere,"[250, 134, 12.010573387145996]",961.0,"[234, 118, 30, 31]",cache/1756274324832.png,,,,
1592,245,brown,small,metal,cylinder,"[363, 188, 9.935827255249023]",2103.0,"[342, 162, 41, 50]",cache/1756274324850.png,,,,
1593,245,red,large,rubber,sphere,"[180, 149, 10.594978332519531]",4917.0,"[144, 113, 70, 70]",cache/1756274324815.png,,,,
1594,245,green,small,metal,cube,"[296, 143, 11.604418754577637]",2012.0,"[274, 120, 43, 45]",cache/1756274324844.png,,,,
1595,245,blue,small,metal,cube,"[278, 212, 9.217377662658691]",2646.0,"[255, 184, 47, 55]",cache/1756274324806.png,,,,
1596,245,gray,small,metal,sphere,"[198, 250, 8.283931732177734]",2058.0,"[175, 226, 44, 46]",cache/1756274324820.png,,,,
1597,245,cyan,large,metal,cube,"[148, 99, 12.97729206085205]",6190.0,"[106, 60, 80, 77]",cache/1756274324826.png,,,,
1598,245,brown,small,metal,cylinder,"[235, 89, 14.589954376220703]",820.0,"[222, 72, 25, 31]",cache/1756274324855.png,,,,
1599,245,cyan,large,rubber,cube,"[315, 107, 12.534875869750977]",6272.0,"[277, 67, 76, 81]",cache/1756274324838.png,,,,
1600,246,green,small,rubber,cylinder,"[405, 165, 10.507942199707031]",1942.0,"[384, 141, 41, 47]",cache/1756274422993.png,,,,
1601,246,cyan,large,rubber,cylinder,"[318, 158, 10.022932052612305]",7697.0,"[280, 109, 78, 98]",cache/1756274422998.png,,,,
1602,246,blue,large,rubber,sphere,"[145, 109, 12.290644645690918]",3767.0,"[113, 78, 61, 61]",cache/1756274422978.png,,,,
1603,246,purple,small,rubber,sphere,"[212, 232, 8.447510719299316]",1980.0,"[190, 209, 43, 45]",cache/1756274422989.png,,,,
1604,246,green,small,rubber,sphere,"[200, 104, 13.617594718933105]",754.0,"[186, 89, 26, 27]",cache/1756274422983.png,,,,
1605,246,yellow,small,metal,cube,"[263, 205, 9.168426513671875]",3297.0,"[235, 175, 54, 60]",cache/1756274423006.png,,,,
1606,247,brown,large,metal,cylinder,"[123, 181, 9.122596740722656]",10248.0,"[73, 126, 92, 110]",cache/1756274469605.png,,,,
1607,247,cyan,large,rubber,cube,"[292, 88, 12.717422485351562]",6539.0,"[252, 47, 80, 81]",cache/1756274469587.png,,,,
1608,247,blue,small,rubber,sphere,"[228, 114, 12.228172302246094]",935.0,"[212, 98, 30, 31]",cache/1756274469595.png,,,,
1609,247,blue,small,metal,cube,"[362, 175, 9.94630241394043]",14830.0,"[255, 135, 128, 115]",cache/1756274469617.png,,,,
1610,247,red,small,metal,cube,"[89, 165, 10.264286041259766]",10248.0,"[73, 126, 92, 110]",cache/1756274469605.png,,,,
1611,247,green,large,metal,cylinder,"[298, 192, 8.823333740234375]",10208.0,"[255, 135, 88, 114]",cache/1756274469611.png,,,,
1612,248,red,large,metal,cube,"[231, 241, 7.573667049407959]",20012.0,"[163, 170, 134, 148]",cache/1756274599565.png,,,,
1613,248,brown,large,rubber,sphere,"[158, 187, 9.02292537689209]",6912.0,"[115, 145, 82, 83]",cache/1756274599582.png,,,,
1614,248,green,small,metal,sphere,"[208, 172, 10.291213989257812]",1027.0,"[192, 153, 33, 30]",cache/1756274599588.png,,,,
1615,248,green,large,rubber,sphere,"[296, 98, 13.221999168395996]",3213.0,"[267, 68, 56, 56]",cache/1756274599576.png,,,,
1616,248,cyan,small,rubber,cylinder,"[260, 149, 11.283441543579102]",1466.0,"[242, 127, 34, 43]",cache/1756274599593.png,,,,
1617,249,cyan,large,metal,sphere,"[244, 89, 13.557698249816895]",9072.0,"[178, 60, 92, 97]",cache/1756274262575.png,,,,
1618,249,purple,small,rubber,cylinder,"[354, 200, 9.588055610656738]",2314.0,"[332, 173, 43, 53]",cache/1756274262559.png,,,,
1619,249,cyan,large,metal,sphere,"[211, 126, 11.566991806030273]",9072.0,"[178, 60, 92, 97]",cache/1756274262575.png,,,,
1620,250,purple,small,metal,sphere,"[209, 102, 13.281292915344238]",781.0,"[194, 87, 27, 28]",cache/1756274347173.png,,,,
1621,250,brown,small,rubber,sphere,"[246, 155, 10.77779769897461]",1161.0,"[229, 137, 33, 34]",cache/1756274347193.png,,,,
1622,250,purple,large,metal,sphere,"[147, 166, 9.644905090332031]",6012.0,"[107, 127, 78, 77]",cache/1756274347166.png,,,,
1623,250,purple,large,metal,cylinder,"[276, 102, 12.329547882080078]",4882.0,"[244, 63, 62, 77]",cache/1756274347183.png,,,,
1624,250,yellow,small,metal,cube,"[344, 174, 10.068180084228516]",2753.0,"[317, 147, 50, 54]",cache/1756274347179.png,,,,
1625,250,red,small,rubber,cube,"[382, 146, 11.129350662231445]",2279.0,"[358, 121, 47, 47]",cache/1756274347189.png,,,,
1626,251,gray,small,metal,cube,"[310, 153, 10.580313682556152]",1965.0,"[289, 128, 40, 48]",cache/1756274436017.png,,,,
1627,251,blue,large,metal,sphere,"[140, 159, 9.69888687133789]",6033.0,"[100, 119, 78, 77]",cache/1756274436003.png,,,,
1628,251,cyan,large,rubber,sphere,"[223, 196, 8.648027420043945]",7433.0,"[180, 153, 85, 86]",cache/1756274436010.png,,,,
1629,251,gray,small,metal,cylinder,"[274, 119, 11.895577430725098]",1332.0,"[257, 98, 32, 40]",cache/1756274436022.png,,,,
1630,252,brown,small,metal,cube,"[117, 197, 9.222466468811035]",3034.0,"[88, 169, 54, 55]",cache/1756274529938.png,,,,
1631,252,red,large,metal,cube,"[269, 139, 10.439496994018555]",8711.0,"[223, 91, 88, 98]",cache/1756274529976.png,,,,
1632,252,red,large,metal,cylinder,"[252, 74, 13.720097541809082]",3645.0,"[224, 40, 55, 65]",cache/1756274529983.png,,,,
1633,252,green,small,rubber,cube,"[301, 108, 12.678812026977539]",8711.0,"[223, 91, 88, 98]",cache/1756274529976.png,,,,
1634,252,blue,small,rubber,cube,"[197, 128, 11.713912010192871]",1789.0,"[177, 105, 40, 44]",cache/1756274529970.png,,,,
1635,252,cyan,large,metal,cube,"[404, 156, 9.830496788024902]",12433.0,"[349, 103, 114, 108]",cache/1756274529944.png,,,,
1636,252,red,large,metal,cylinder,"[362, 106, 11.913969993591309]",12433.0,"[349, 103, 114, 108]",cache/1756274529944.png,,,,
1637,252,yellow,large,metal,sphere,"[216, 208, 8.300849914550781]",8009.0,"[171, 163, 89, 89]",cache/1756274529931.png,,,,
1638,252,gray,large,metal,sphere,"[179, 85, 13.055977821350098]",3342.0,"[150, 55, 56, 58]",cache/1756274529958.png,,,,
1639,252,blue,small,metal,sphere,"[115, 135, 11.385863304138184]",1093.0,"[97, 118, 33, 32]",cache/1756274529952.png,,,,
1640,253,red,large,metal,sphere,"[152, 118, 11.773910522460938]",4127.0,"[119, 85, 63, 64]",cache/1756274577826.png,,,,
1641,253,green,large,metal,cube,"[223, 186, 9.095837593078613]",12605.0,"[170, 129, 106, 118]",cache/1756274577834.png,,,,
1642,253,purple,large,metal,cylinder,"[255, 129, 11.231025695800781]",12605.0,"[170, 129, 106, 118]",cache/1756274577834.png,,,,
1643,253,red,small,metal,cylinder,"[368, 164, 10.579036712646484]",1861.0,"[348, 140, 39, 46]",cache/1756274577840.png,,,,
1644,254,green,large,metal,cube,"[412, 132, 10.991409301757812]",9670.0,"[363, 85, 100, 96]",cache/1756274274596.png,,,,
1645,254,cyan,small,rubber,cube,"[186, 124, 12.197004318237305]",1482.0,"[168, 102, 36, 40]",cache/1756274274664.png,,,,
1646,254,red,small,rubber,sphere,"[235, 93, 13.92831039428711]",710.0,"[221, 78, 26, 27]",cache/1756274274646.png,,,,
1647,254,yellow,small,rubber,sphere,"[322, 107, 13.055499076843262]",823.0,"[307, 92, 28, 29]",cache/1756274274655.png,,,,
1648,254,brown,large,metal,sphere,"[272, 149, 10.343162536621094]",5104.0,"[236, 112, 71, 71]",cache/1756274274608.png,,,,
1649,254,brown,large,rubber,cylinder,"[206, 223, 8.144388198852539]",11906.0,"[156, 162, 94, 125]",cache/1756274274639.png,,,,
1650,254,yellow,large,metal,cube,"[117, 119, 11.604811668395996]",5506.0,"[72, 77, 82, 66]",cache/1756274274618.png,,,,
1651,254,red,large,rubber,cube,"[134, 175, 9.438353538513184]",12750.0,"[74, 120, 110, 115]",cache/1756274274628.png,,,,
1652,255,green,large,metal,cube,"[216, 93, 12.236815452575684]",7019.0,"[174, 51, 81, 85]",cache/1756274605688.png,,,,
1653,255,blue,large,rubber,cube,"[307, 114, 11.303470611572266]",7175.0,"[268, 70, 81, 87]",cache/1756274605693.png,,,,
1654,255,cyan,small,rubber,cube,"[128, 198, 9.28624439239502]",2841.0,"[103, 168, 48, 58]",cache/1756274605664.png,,,,
1655,255,blue,small,rubber,sphere,"[182, 231, 8.508234024047852]",1924.0,"[160, 208, 43, 44]",cache/1756274605678.png,,,,
1656,255,gray,large,rubber,sphere,"[372, 166, 9.51527214050293]",6294.0,"[332, 126, 80, 78]",cache/1756274605673.png,,,,
1657,255,purple,large,metal,cube,"[277, 69, 13.499327659606934]",4703.0,"[242, 31, 69, 67]",cache/1756274605704.png,,,,
1658,255,purple,small,rubber,sphere,"[110, 143, 10.942471504211426]",1195.0,"[92, 125, 34, 34]",cache/1756274605683.png,,,,
1659,255,green,large,metal,cylinder,"[259, 146, 10.141267776489258]",7426.0,"[221, 97, 75, 98]",cache/1756274605699.png,,,,
1660,256,red,large,metal,cylinder,"[182, 151, 10.840073585510254]",6590.0,"[144, 106, 72, 91]",cache/1756274530311.png,,,,
1661,256,brown,small,metal,cube,"[237, 259, 8.397302627563477]",4004.0,"[208, 224, 58, 68]",cache/1756274530300.png,,,,
1662,256,brown,small,metal,cube,"[291, 145, 11.815735816955566]",1609.0,"[272, 124, 38, 42]",cache/1756274530307.png,,,,
1663,257,red,large,metal,cylinder,"[264, 78, 14.015677452087402]",3606.0,"[237, 44, 54, 65]",cache/1756274427808.png,,,,
1664,257,gray,large,metal,cylinder,"[180, 122, 11.234967231750488]",5942.0,"[144, 80, 69, 85]",cache/1756274427814.png,,,,
1665,257,purple,small,rubber,sphere,"[408, 150, 10.805147171020508]",1267.0,"[389, 132, 36, 35]",cache/1756274427804.png,,,,
1666,257,purple,large,rubber,cylinder,"[316, 170, 9.252330780029297]",9185.0,"[274, 118, 85, 106]",cache/1756274427797.png,,,,
1667,257,green,large,metal,cylinder,"[150, 99, 12.548800468444824]",4617.0,"[116, 61, 61, 75]",cache/1756274427820.png,,,,
1668,258,gray,large,metal,sphere,"[175, 151, 10.10092830657959]",6201.0,"[137, 105, 74, 83]",cache/1756274516190.png,,,,
1669,258,cyan,small,metal,sphere,"[273, 221, 8.753238677978516]",1896.0,"[251, 198, 42, 44]",cache/1756274516204.png,,,,
1670,258,gray,large,rubber,sphere,"[324, 134, 10.74404239654541]",4740.0,"[289, 98, 66, 70]",cache/1756274516209.png,,,,
1671,258,yellow,large,rubber,cube,"[392, 169, 9.512384414672852]",10342.0,"[347, 117, 97, 106]",cache/1756274516199.png,,,,
1672,258,gray,small,metal,sphere,"[158, 122, 12.039556503295898]",6201.0,"[137, 105, 74, 83]",cache/1756274516190.png,,,,
1673,259,brown,large,rubber,sphere,"[287, 96, 12.39258861541748]",3644.0,"[257, 65, 59, 60]",cache/1756274581727.png,,,,
1674,259,red,small,metal,cube,"[222, 193, 9.404708862304688]",2362.0,"[200, 166, 43, 54]",cache/1756274581721.png,,,,
1675,259,blue,small,rubber,cylinder,"[204, 159, 10.473609924316406]",1732.0,"[184, 135, 36, 47]",cache/1756274581731.png,,,,
1676,260,cyan,large,metal,sphere,"[409, 145, 10.134318351745605]",5656.0,"[371, 107, 76, 73]",cache/1756274369432.png,,,,
1677,260,yellow,small,metal,cube,"[337, 131, 11.616232872009277]",1529.0,"[318, 110, 37, 41]",cache/1756274369449.png,,,,
1678,260,blue,small,metal,cube,"[158, 145, 10.949934959411621]",2006.0,"[135, 122, 44, 45]",cache/1756274369438.png,,,,
1679,260,green,small,metal,cylinder,"[226, 199, 9.02675724029541]",2341.0,"[204, 170, 42, 55]",cache/1756274369458.png,,,,
1680,260,cyan,small,rubber,cube,"[200, 98, 13.520203590393066]",1307.0,"[181, 79, 36, 36]",cache/1756274369463.png,,,,
1681,260,purple,small,metal,cube,"[83, 136, 11.362277030944824]",2227.0,"[58, 113, 48, 46]",cache/1756274369443.png,,,,
1682,260,red,small,rubber,cylinder,"[113, 183, 9.520298957824707]",2244.0,"[90, 157, 43, 51]",cache/1756274369468.png,,,,
1683,260,purple,small,metal,cube,"[289, 105, 13.075376510620117]",1502.0,"[269, 85, 38, 38]",cache/1756274369453.png,,,,
1684,261,cyan,small,rubber,sphere,"[420, 155, 10.625030517578125]",1319.0,"[401, 136, 36, 35]",cache/1756274443554.png,,,,
1685,261,yellow,small,metal,cylinder,"[304, 162, 10.338807106018066]",10575.0,"[217, 137, 90, 117]",cache/1756274443564.png,,,,
1686,261,blue,large,rubber,sphere,"[354, 110, 11.81027889251709]",4065.0,"[322, 78, 64, 63]",cache/1756274443543.png,,,,
1687,261,red,large,metal,cylinder,"[262, 195, 8.547886848449707]",10575.0,"[217, 137, 90, 117]",cache/1756274443564.png,,,,
1688,261,yellow,large,metal,cylinder,"[139, 178, 9.055843353271484]",9885.0,"[92, 124, 89, 109]",cache/1756274443559.png,,,,
1689,261,green,small,rubber,cylinder,"[226, 172, 9.976612091064453]",10575.0,"[217, 137, 90, 117]",cache/1756274443564.png,,,,
1690,261,green,large,rubber,cube,"[209, 100, 12.37791633605957]",4925.0,"[174, 63, 65, 75]",cache/1756274443549.png,,,,
1691,262,brown,large,metal,sphere,"[245, 183, 8.891284942626953]",7013.0,"[202, 141, 83, 84]",cache/1756274476918.png,,,,
1692,262,red,large,rubber,sphere,"[261, 123, 11.133537292480469]",4215.0,"[227, 89, 66, 63]",cache/1756274476941.png,,,,
1693,262,cyan,small,metal,sphere,"[140, 181, 9.65345287322998]",1523.0,"[120, 161, 38, 39]",cache/1756274476912.png,,,,
1694,262,brown,large,metal,sphere,"[266, 75, 13.97995662689209]",2577.0,"[239, 47, 53, 48]",cache/1756274476924.png,,,,
1695,262,blue,large,metal,cylinder,"[425, 135, 10.627161026000977]",7676.0,"[384, 89, 83, 91]",cache/1756274476930.png,,,,
1696,262,brown,small,rubber,sphere,"[205, 254, 7.747042655944824]",2332.0,"[181, 229, 47, 49]",cache/1756274476936.png,,,,
1697,263,cyan,large,rubber,cube,"[227, 158, 9.7921724319458]",9000.0,"[180, 107, 87, 102]",cache/1756274523863.png,,,,
1698,263,purple,large,metal,cube,"[261, 100, 12.208879470825195]",6943.0,"[220, 58, 82, 84]",cache/1756274523877.png,,,,
1699,263,green,large,rubber,sphere,"[153, 112, 11.594259262084961]",4197.0,"[120, 79, 63, 65]",cache/1756274523883.png,,,,
1700,263,yellow,small,rubber,cube,"[370, 143, 11.058732032775879]",2295.0,"[346, 119, 47, 48]",cache/1756274523889.png,,,,
1701,263,yellow,small,metal,cylinder,"[318, 153, 10.697463989257812]",1717.0,"[299, 129, 37, 46]",cache/1756274523899.png,,,,
1702,263,gray,small,rubber,cylinder,"[205, 97, 13.251123428344727]",960.0,"[190, 79, 28, 33]",cache/1756274523904.png,,,,
1703,263,gray,small,rubber,cube,"[360, 192, 9.398564338684082]",3280.0,"[333, 163, 56, 57]",cache/1756274523894.png,,,,
1704,263,green,large,rubber,sphere,"[86, 142, 10.335674285888672]",5402.0,"[48, 105, 74, 72]",cache/1756274523871.png,,,,
1705,264,purple,small,rubber,sphere,"[315, 136, 11.590230941772461]",1038.0,"[298, 119, 32, 32]",cache/1756274535901.png,,,,
1706,264,gray,large,metal,cube,"[145, 170, 9.27874755859375]",11843.0,"[92, 116, 104, 113]",cache/1756274535895.png,,,,
1707,264,yellow,small,rubber,sphere,"[242, 172, 10.006403923034668]",1371.0,"[223, 152, 36, 37]",cache/1756274535911.png,,,,
1708,264,yellow,small,rubber,sphere,"[210, 115, 12.789067268371582]",862.0,"[195, 99, 28, 29]",cache/1756274535906.png,,,,
1709,265,purple,small,rubber,sphere,"[253, 111, 12.683318138122559]",819.0,"[238, 96, 27, 29]",cache/1756274419154.png,,,,
1710,265,gray,large,metal,sphere,"[296, 113, 11.676192283630371]",3780.0,"[264, 80, 62, 60]",cache/1756274419163.png,,,,
1711,265,blue,large,metal,cube,"[323, 157, 9.85397720336914]",8534.0,"[281, 108, 85, 99]",cache/1756274419147.png,,,,
1712,266,brown,large,rubber,sphere,"[281, 131, 10.592193603515625]",4918.0,"[246, 94, 69, 70]",cache/1756274553727.png,,,,
1713,266,brown,small,rubber,sphere,"[407, 158, 10.300272941589355]",1345.0,"[388, 139, 37, 36]",cache/1756274553738.png,,,,
1714,266,brown,small,metal,cylinder,"[157, 183, 9.407097816467285]",2206.0,"[135, 157, 41, 52]",cache/1756274553750.png,,,,
1715,266,brown,large,rubber,cylinder,"[254, 86, 12.93453311920166]",4273.0,"[224, 50, 59, 72]",cache/1756274553757.png,,,,
1716,266,purple,small,rubber,sphere,"[344, 126, 11.64622688293457]",549.0,"[327, 109, 31, 17]",cache/1756274553765.png,,,,
1717,266,brown,small,metal,cube,"[198, 229, 8.154024124145508]",3976.0,"[169, 195, 58, 68]",cache/1756274553714.png,,,,
1718,266,blue,small,metal,cube,"[142, 111, 12.408562660217285]",1480.0,"[123, 91, 36, 40]",cache/1756274553722.png,,,,
1719,266,gray,small,rubber,cube,"[102, 139, 11.07026481628418]",2291.0,"[77, 115, 48, 47]",cache/1756274553733.png,,,,
1720,266,cyan,large,rubber,cylinder,"[341, 180, 8.822047233581543]",10487.0,"[296, 124, 92, 113]",cache/1756274553743.png,,,,
1721,267,gray,small,rubber,sphere,"[77, 140, 10.718832969665527]",1304.0,"[58, 121, 35, 36]",cache/1756274475324.png,,,,
1722,267,blue,small,rubber,cube,"[288, 107, 12.36495304107666]",1654.0,"[267, 86, 40, 40]",cache/1756274475319.png,,,,
1723,267,green,small,rubber,cube,"[114, 173, 9.476601600646973]",2385.0,"[90, 146, 45, 52]",cache/1756274475315.png,,,,
1724,267,red,large,rubber,cylinder,"[372, 110, 11.261601448059082]",6314.0,"[336, 67, 74, 85]",cache/1756274475310.png,,,,
1725,267,blue,large,metal,cube,"[206, 134, 10.141337394714355]",9437.0,"[159, 85, 93, 101]",cache/1756274475304.png,,,,
1726,268,green,large,metal,cylinder,"[200, 165, 9.382963180541992]",8552.0,"[158, 114, 81, 104]",cache/1756274391195.png,,,,
1727,268,red,small,rubber,sphere,"[316, 152, 10.723294258117676]",1205.0,"[298, 134, 34, 35]",cache/1756274391211.png,,,,
1728,268,yellow,small,metal,sphere,"[121, 138, 11.344517707824707]",1113.0,"[104, 121, 33, 33]",cache/1756274391206.png,,,,
1729,268,blue,large,rubber,cylinder,"[330, 102, 12.390727043151855]",4899.0,"[298, 64, 64, 75]",cache/1756274391201.png,,,,
1730,268,yellow,large,metal,cube,"[268, 79, 14.003087997436523]",3710.0,"[239, 47, 56, 65]",cache/1756274391180.png,,,,
1731,268,red,large,rubber,cylinder,"[156, 98, 12.663628578186035]",4596.0,"[123, 61, 62, 73]",cache/1756274391215.png,,,,
1732,269,cyan,large,rubber,cube,"[182, 106, 12.484959602355957]",5067.0,"[145, 68, 67, 75]",cache/1756274304278.png,,,,
