image_index,area,box,color,size,material,label
220,1307,148-45-34-42,green,large,rubber,cube
220,1021,99-32-28-37,cyan,small,rubber,cube
154,1404,47-49-36-43,purple,large,rubber,cube
154,2231,88-75-73-57,blue,large,rubber,sphere
154,2225,88-75-42-57,blue,large,rubber,cylinder
394,709,50-35-29-29,yellow,small,rubber,sphere
394,757,93-39-29-30,green,small,metal,sphere
394,568,125-23-26-25,green,small,metal,sphere
394,640,132-99-25-30,cyan,small,rubber,cube
394,1003,13-54-35-34,yellow,small,rubber,sphere
394,1003,13-54-62-34,yellow,small,rubber,sphere
394,1892,140-58-45-53,green,large,rubber,cylinder
394,429,117-73-18-23,blue,small,rubber,cube
449,453,44-61-23-22,purple,small,rubber,cube
449,703,138-33-29-29,gray,small,metal,sphere
675,1411,16-42-38-43,red,large,rubber,cylinder
675,422,102-102-22-22,purple,small,rubber,sphere
675,967,134-27-29-36,red,small,rubber,cube
675,2362,72-56-53-54,brown,large,rubber,sphere
736,1088,57-31-32-38,brown,small,rubber,cube
736,1365,60-78-41-41,purple,large,rubber,sphere
736,656,98-111-22-31,red,small,rubber,cube
736,652,138-37-32-33,red,small,rubber,cube
736,1822,168-47-50-48,yellow,large,rubber,sphere
736,1423,23-46-38-44,purple,large,rubber,cylinder
736,1708,128-57-38-49,brown,large,rubber,cylinder
736,708,103-38-29-29,brown,small,metal,sphere
847,695,86-32-28-29,gray,small,rubber,sphere
847,666,60-97-27-29,blue,small,rubber,cube
847,1090,164-35-32-39,purple,small,rubber,cube
847,381,147-59-21-22,gray,small,rubber,cube
847,514,162-77-25-26,purple,small,rubber,cube
847,449,127-70-21-24,yellow,small,rubber,cube
847,1675,96-95-44-46,purple,large,metal,sphere
578,1389,43-41-36-43,yellow,large,rubber,cylinder
578,1991,136-47-48-48,yellow,large,rubber,cube
585,410,72-64-21-22,purple,small,rubber,cube
585,579,113-27-25-26,gray,small,rubber,sphere
411,956,78-31-29-36,red,small,metal,cube
411,860,23-49-33-31,purple,small,rubber,sphere
411,2324,71-77-44-58,gray,large,rubber,sphere
411,418,45-78-19-23,green,small,metal,cube
411,999,108-24-35-34,gray,small,rubber,cube
411,1758,129-48-45-47,blue,large,rubber,cube
610,1276,76-34-35-40,brown,small,rubber,cube
610,1361,159-43-36-43,red,large,rubber,cylinder
610,1590,34-50-39-46,green,large,rubber,cube
497,717,72-52-34-32,cyan,small,metal,sphere
497,1089,114-28-35-34,green,small,rubber,cube
497,703,163-39-32-37,green,small,rubber,cube
497,2658,82-72-50-58,cyan,large,rubber,cylinder
497,1902,145-58-42-48,yellow,large,metal,cylinder
497,3403,72-52-60-78,cyan,large,rubber,sphere
745,1260,172-40-35-41,blue,small,rubber,cylinder
745,1362,108-79-40-41,green,large,metal,sphere
745,1720,71-60-38-49,purple,large,rubber,cylinder
774,751,66-40-30-30,purple,small,rubber,sphere
774,690,96-107-23-31,cyan,small,rubber,cylinder
774,419,34-67-19-23,gray,small,rubber,cube
729,693,71-39-29-29,green,small,rubber,sphere
729,626,99-96-23-28,red,small,rubber,cube
729,637,146-34-27-27,blue,small,rubber,sphere
729,787,104-20-29-31,yellow,small,rubber,cube
856,2283,56-74-45-57,blue,large,rubber,sphere
856,438,131-81-19-25,blue,small,rubber,cube
856,391,177-66-19-22,brown,small,rubber,cube
856,1413,100-37-40-40,blue,large,rubber,cube
793,1207,150-30-33-39,brown,small,rubber,cube
793,389,201-63-21-22,gray,small,rubber,cylinder
13,754,93-45-30-30,cyan,small,metal,sphere
13,1246,56-34-39-38,purple,small,rubber,cube
13,668,72-97-27-30,gray,small,rubber,cube
13,1229,140-45-34-40,cyan,small,rubber,cylinder
13,438,137-84-19-24,cyan,small,rubber,cylinder
13,410,34-68-20-21,red,small,metal,cube
68,769,102-116-24-34,red,small,rubber,cylinder
68,1285,171-38-36-41,purple,small,rubber,cylinder
68,515,127-72-24-25,red,small,rubber,cube
68,837,90-23-27-33,cyan,small,rubber,cube
68,1166,126-25-37-36,cyan,small,rubber,cube
558,646,159-40-31-23,brown,small,rubber,cube
558,2880,111-77-57-63,blue,large,rubber,cube
558,1812,75-68-40-53,yellow,large,rubber,cube
813,1373,53-81-41-41,red,large,metal,sphere
813,1759,131-50-43-49,yellow,large,rubber,cube
201,465,79-79-19-25,blue,small,rubber,cube
201,769,152-40-30-30,cyan,small,rubber,sphere
201,2052,9-50-52-51,brown,large,rubber,cube
201,1453,190-44-39-43,green,large,rubber,sphere
201,683,103-91-27-30,red,small,rubber,sphere
286,639,119-31-27-27,yellow,small,metal,sphere
286,368,120-103-20-20,cyan,small,rubber,sphere
286,1529,31-43-39-44,red,large,rubber,cube
655,1575,10-38-45-40,gray,large,rubber,sphere
655,1411,165-43-37-43,green,large,rubber,sphere
655,1009,125-30-30-36,cyan,small,rubber,cube
655,577,152-93-22-28,cyan,small,rubber,cube
268,912,62-31-30-36,red,small,rubber,cube
268,1028,150-33-30-36,blue,small,rubber,cube
268,857,120-24-27-31,yellow,small,rubber,cube
268,1883,80-58-39-50,green,large,rubber,sphere
948,897,35-50-34-33,red,small,rubber,sphere
948,1058,85-33-30-37,red,small,rubber,cube
948,537,57-74-25-25,brown,small,rubber,cube
948,1328,149-68-40-40,brown,large,metal,sphere
17,850,70-45-32-32,red,small,rubber,sphere
17,666,74-105-23-31,yellow,small,rubber,cylinder
17,626,135-30-27-27,brown,small,rubber,sphere
17,516,122-90-20-27,gray,small,rubber,cube
17,1577,199-47-40-45,brown,large,rubber,cylinder
17,1788,23-49-42-48,cyan,large,rubber,cube
514,1472,28-35-43-41,purple,large,rubber,cube
514,1041,95-33-30-36,blue,small,rubber,cube
514,1715,70-86-46-46,purple,large,rubber,sphere
514,889,137-41-33-39,blue,small,rubber,cube
514,1927,185-46-51-45,red,large,rubber,cube
514,2340,113-64-48-57,brown,large,metal,cube
908,445,43-77-21-25,gray,small,rubber,cube
908,398,182-62-20-22,brown,small,rubber,cube
908,725,152-35-29-29,brown,small,metal,sphere
908,2733,69-67-55-62,brown,large,rubber,cylinder
908,1166,103-49-37-47,yellow,small,rubber,cube
961,384,72-100-20-21,cyan,small,rubber,sphere
961,1115,33-60-37-37,purple,small,rubber,sphere
961,1954,166-60-43-52,yellow,large,rubber,cylinder
222,1130,59-33-32-38,green,small,rubber,cube
222,749,92-113-24-33,red,small,rubber,cylinder
222,1430,97-73-41-43,cyan,large,metal,sphere
222,517,113-23-24-25,blue,small,rubber,sphere
222,464,71-72-20-23,blue,small,rubber,cube
222,1478,122-44-45-46,cyan,large,rubber,sphere
815,770,76-48-30-30,green,small,rubber,sphere
815,2508,107-87-46-61,yellow,large,rubber,cylinder
815,1641,146-63-40-50,purple,large,rubber,cylinder
930,1243,53-35-34-40,red,small,rubber,cube
930,1223,141-41-35-44,cyan,small,rubber,cube
930,1857,110-55-39-51,green,large,rubber,cube
930,2122,76-98-51-52,red,large,metal,sphere
143,1445,69-84-42-42,cyan,large,metal,sphere
143,1647,170-56-41-47,brown,large,rubber,cylinder
750,548,57-46-28-26,green,small,rubber,cube
750,262,95-98-18-22,green,small,rubber,cube
750,959,192-48-35-34,cyan,small,rubber,sphere
750,1018,123-32-30-37,green,small,rubber,cube
750,842,149-45-32-31,purple,small,rubber,sphere
750,1985,107-94-49-50,cyan,large,metal,sphere
750,507,172-69-25-24,green,small,rubber,cube
386,919,98-22-27-34,green,small,metal,cube
386,1046,136-28-30-37,cyan,small,rubber,cube
386,1603,194-47-42-45,red,large,rubber,sphere
386,2048,124-65-52-54,purple,large,rubber,cylinder
386,1230,32-65-39-38,green,small,metal,sphere
907,1780,102-42-45-47,green,large,rubber,cube
91,1527,128-34-42-42,green,large,rubber,cube
91,1663,45-49-40-48,cyan,large,rubber,cylinder
91,2162,89-67-42-56,gray,large,rubber,cylinder
914,1074,82-32-30-38,cyan,small,rubber,cube
914,934,189-48-34-32,cyan,small,rubber,sphere
914,1094,155-58-36-36,purple,small,rubber,sphere
914,3234,84-82-54-66,gray,large,metal,cylinder
641,1294,44-39-35-42,yellow,small,rubber,cube
641,602,71-97-22-28,red,small,rubber,cube
641,900,143-48-33-33,cyan,small,metal,sphere
641,483,169-85-20-26,brown,small,metal,cube
641,2065,179-52-52-49,blue,large,rubber,cube
641,988,110-18-31-42,gray,small,rubber,cube
641,1819,90-57-39-51,yellow,large,rubber,cylinder
430,607,21-50-32-32,red,small,rubber,sphere
430,618,63-35-27-27,brown,small,metal,sphere
430,416,155-56-31-30,brown,small,rubber,cube
430,1843,138-66-40-52,yellow,large,rubber,cylinder
430,1031,35-64-36-34,yellow,small,metal,sphere
276,2504,135-61-53-60,cyan,large,rubber,cube
276,421,189-69-20-23,cyan,small,rubber,cube
944,698,62-34-28-28,green,small,metal,sphere
944,689,126-39-41-28,red,small,rubber,sphere
944,1535,188-44-40-44,green,large,rubber,cylinder
944,2972,39-66-59-61,red,large,rubber,cube
944,1010,99-22-35-33,green,small,rubber,sphere
944,2297,134-53-53-54,cyan,large,rubber,cube
933,1051,82-31-29-37,blue,small,rubber,cylinder
933,679,61-97-27-29,blue,small,rubber,cube
933,1123,179-41-41-41,yellow,small,rubber,cube
933,2546,105-83-46-62,brown,large,rubber,cylinder
933,1849,160-60-42-51,purple,large,rubber,cylinder
30,641,80-25-27-28,cyan,small,rubber,sphere
30,544,59-74-25-26,green,small,rubber,cube
30,769,154-35-30-31,green,small,rubber,sphere
30,3227,98-83-56-68,cyan,large,rubber,cylinder
824,393,31-64-19-22,gray,small,rubber,cube
824,1221,165-59-39-38,cyan,small,metal,sphere
824,1425,64-71-41-41,cyan,large,rubber,sphere
824,1129,118-28-34-35,purple,small,metal,cube
702,476,16-60-25-23,brown,small,rubber,cube
702,690,55-91-28-29,yellow,small,rubber,cube
702,423,42-77-20-25,gray,small,rubber,cube
702,1036,144-29-41-37,green,small,rubber,cube
702,1620,88-85-44-45,blue,large,rubber,sphere
702,1048,141-54-35-35,brown,small,metal,sphere
966,583,121-24-26-27,green,small,metal,sphere
966,1930,176-55-44-52,purple,large,rubber,cube
966,787,99-41-30-31,red,small,rubber,sphere
126,3103,64-82-51-67,blue,large,rubber,sphere
126,521,115-85-20-27,cyan,small,rubber,cylinder
126,1023,45-61-40-39,purple,small,metal,sphere
126,1716,5-46-43-48,gray,large,rubber,cylinder
126,440,178-71-20-24,gray,small,rubber,cube
311,1405,44-35-41-40,gray,large,rubber,cube
311,996,96-22-30-43,yellow,small,rubber,cube
311,741,100-22-26-32,yellow,small,metal,cube
311,822,122-50-31-32,yellow,small,metal,sphere
311,721,133-26-27-32,red,small,rubber,cube
410,1449,21-41-38-42,purple,large,rubber,cube
410,561,68-96-22-28,yellow,small,rubber,cube
410,432,152-80-19-24,brown,small,rubber,cube
410,625,103-30-27-28,brown,small,rubber,sphere
297,1410,44-31-41-41,gray,large,rubber,cube
297,446,101-74-18-24,green,small,metal,cube
297,1327,125-41-38-43,purple,large,rubber,cylinder
297,1336,125-41-60-43,purple,large,metal,cube
297,627,121-98-22-30,blue,small,rubber,cube
297,1451,205-46-34-47,cyan,large,metal,cylinder
297,1386,143-68-42-41,green,large,rubber,sphere
86,1288,51-41-34-42,cyan,small,rubber,cube
86,869,77-31-29-36,purple,small,rubber,cube
86,698,97-118-23-32,brown,small,rubber,cylinder
86,419,87-79-18-24,brown,small,rubber,cube
86,700,123-102-26-31,yellow,small,metal,cube
86,1124,170-61-38-36,green,small,metal,sphere
270,692,89-30-29-29,yellow,small,rubber,sphere
270,1273,38-36-35-41,gray,small,rubber,cube
270,403,72-109-21-22,gray,small,rubber,sphere
270,485,173-83-22-25,gray,small,rubber,sphere
270,563,118-96-21-28,yellow,small,rubber,sphere
270,402,67-70-19-24,red,small,rubber,cube
132,954,50-42-35-41,green,small,metal,cube
132,376,101-102-20-20,blue,small,metal,sphere
132,2139,68-57-50-51,green,large,rubber,cube
403,361,162-55-21-20,green,small,rubber,cube
403,395,152-101-21-22,cyan,small,rubber,sphere
403,596,124-79-26-28,blue,small,rubber,cube
403,1664,91-42-41-46,red,large,rubber,cylinder
690,449,7-59-24-23,purple,small,rubber,cube
690,449,69-106-22-24,green,small,metal,sphere
690,2082,168-54-46-52,red,large,rubber,cube
690,1890,45-48-43-46,cyan,large,rubber,cube
720,635,71-94-27-29,yellow,small,rubber,cube
720,825,159-49-31-32,brown,small,rubber,sphere
720,576,155-85-28-27,gray,small,rubber,sphere
720,1452,83-52-34-45,purple,large,rubber,cube
616,900,78-52-33-33,yellow,small,rubber,sphere
616,1480,20-41-39-42,blue,large,rubber,cube
616,567,91-82-25-27,blue,small,rubber,sphere
338,571,91-28-26-26,brown,small,rubber,sphere
338,855,68-47-31-32,green,small,rubber,sphere
338,637,139-32-28-27,yellow,small,metal,sphere
952,805,9-48-32-30,green,small,rubber,sphere
952,1115,48-40-32-38,gray,small,rubber,cube
952,971,141-32-38-36,gray,small,rubber,cube
952,1372,173-49-37-42,purple,large,rubber,cylinder
952,1674,90-98-45-46,green,large,metal,sphere
952,1797,118-56-45-48,gray,large,rubber,cube
542,1233,30-36-43-41,blue,small,rubber,cube
542,679,96-92-26-30,gray,small,rubber,cube
542,710,137-36-29-29,cyan,small,rubber,sphere
542,1234,45-64-39-39,gray,small,rubber,sphere
814,1068,39-39-30-39,blue,small,rubber,cube
814,1296,141-34-39-40,red,small,rubber,cube
814,379,119-112-21-21,gray,small,rubber,cube
814,1066,176-63-36-35,green,small,metal,sphere
814,1491,69-49-37-45,blue,large,rubber,cube
779,657,73-93-25-29,cyan,small,rubber,cube
779,1517,114-40-35-43,green,large,rubber,cube
779,892,136-23-34-39,cyan,small,rubber,cube
779,1742,195-43-43-48,yellow,large,rubber,cube
779,2075,42-54-53-55,yellow,large,rubber,cube
370,1309,60-32-41-40,green,large,rubber,cube
370,791,169-43-31-30,purple,small,rubber,sphere
370,553,124-26-25-26,red,small,metal,sphere
370,455,160-77-20-24,yellow,small,rubber,cube
370,2622,97-83-46-63,gray,large,rubber,sphere
300,858,67-32-37-34,purple,small,rubber,cube
300,900,187-48-34-32,green,small,metal,sphere
300,2403,100-73-44-59,brown,large,rubber,cylinder
300,933,74-53-34-35,yellow,small,rubber,sphere
300,2388,100-73-65-58,brown,large,rubber,cylinder
20,588,94-26-26-27,cyan,small,metal,sphere
20,3514,66-94-56-65,blue,large,rubber,cylinder
20,382,132-101-20-22,green,small,rubber,sphere
20,353,159-95-20-20,blue,small,rubber,sphere
20,2108,40-57-54-56,gray,large,rubber,cube
20,1125,18-48-37-46,cyan,small,rubber,cube
20,1549,179-46-39-45,cyan,large,rubber,cylinder
227,1170,89-20-36-37,yellow,small,rubber,cube
227,470,36-62-24-24,red,small,rubber,cube
227,574,73-80-25-27,red,small,rubber,sphere
227,1241,146-34-34-40,green,small,rubber,cylinder
227,2851,99-85-49-65,gray,large,rubber,sphere
227,341,61-67-18-23,purple,small,rubber,cube
227,1073,100-85-47-28,gray,small,rubber,sphere
910,1474,30-35-42-43,purple,large,rubber,cube
910,548,71-95-21-28,red,small,rubber,cube
910,1441,190-42-39-43,brown,large,rubber,cylinder
910,2752,129-78-49-63,red,large,rubber,cube
645,872,81-115-31-36,cyan,small,rubber,cube
645,349,163-46-20-20,green,small,rubber,cube
645,592,140-101-22-29,cyan,small,rubber,cube
236,938,66-29-29-34,green,small,rubber,cube
236,392,95-105-21-21,yellow,small,metal,sphere
236,1022,156-34-32-38,green,small,rubber,cube
236,1010,178-55-35-34,red,small,rubber,sphere
236,342,157-91-20-20,green,small,metal,sphere
236,1137,101-31-38-37,gray,small,rubber,cube
371,1656,68-46-43-44,purple,large,rubber,cube
371,2612,88-87-46-62,red,large,rubber,cylinder
371,447,147-82-20-25,yellow,small,rubber,cube
334,696,85-102-27-31,blue,small,rubber,cube
334,974,132-44-40-37,green,small,rubber,cube
334,1208,172-37-34-41,red,small,rubber,cube
334,481,166-75-23-25,cyan,small,rubber,cube
334,1538,45-49-38-46,cyan,large,rubber,cylinder
334,2042,123-68-42-55,blue,large,rubber,sphere
18,431,98-27-24-24,brown,small,metal,sphere
18,1316,131-44-34-42,purple,large,rubber,cylinder
18,2235,57-56-52-53,purple,large,rubber,cube
18,1575,183-50-40-45,cyan,large,rubber,cylinder
416,393,127-58-20-22,blue,small,rubber,cube
713,817,63-31-30-35,red,small,rubber,cube
713,944,77-52-34-33,yellow,small,metal,sphere
713,1307,148-41-35-41,purple,large,rubber,cylinder
713,1722,21-53-42-48,gray,large,rubber,cylinder
165,827,52-38-31-32,cyan,small,rubber,sphere
165,1204,156-30-44-33,cyan,small,rubber,cube
165,2752,150-58-64-59,brown,large,rubber,cube
165,1631,9-43-42-46,blue,large,rubber,cylinder
165,1127,99-38-34-38,red,small,metal,cube
165,4336,69-38-64-95,red,large,rubber,cube
165,822,118-19-34-33,brown,small,rubber,cube
106,956,19-49-35-34,green,small,rubber,sphere
106,928,55-30-31-35,gray,small,rubber,cube
106,1750,74-93-46-47,cyan,large,metal,sphere
106,868,159-37-35-36,gray,small,rubber,cube
106,2804,139-73-53-58,green,large,rubber,cube
106,1905,175-53-53-51,cyan,large,rubber,cube
106,1998,51-59-55-54,yellow,large,rubber,cube
107,2522,67-78-46-61,blue,large,rubber,sphere
107,1598,122-37-47-41,gray,large,rubber,sphere
107,625,114-20-33-30,blue,small,rubber,cube
508,1324,60-36-39-41,cyan,large,rubber,cube
508,828,24-48-32-30,cyan,small,metal,sphere
508,499,167-78-24-23,purple,small,rubber,cube
508,1216,176-47-35-43,gray,small,rubber,cylinder
508,1182,101-69-36-38,cyan,small,metal,sphere
3,423,87-112-22-23,yellow,small,rubber,sphere
3,821,133-44-32-31,purple,small,metal,sphere
3,606,143-27-29-34,blue,small,rubber,cube
3,2059,18-55-46-50,gray,large,rubber,sphere
3,618,111-26-26-28,purple,small,metal,sphere
61,432,60-75-19-24,red,small,rubber,cube
61,584,81-95-21-28,green,small,rubber,cube
61,555,140-79-24-25,brown,small,rubber,cube
61,688,124-107-24-31,gray,small,rubber,cylinder
137,477,22-62-24-22,purple,small,metal,cube
137,3320,68-79-57-69,cyan,large,rubber,cylinder
137,1392,123-28-40-40,red,large,rubber,sphere
137,381,126-96-19-22,cyan,small,metal,sphere
137,622,63-63-39-33,yellow,small,rubber,cube
845,862,15-50-33-31,brown,small,metal,sphere
845,754,118-23-26-31,red,small,rubber,cylinder
845,752,139-44-29-30,cyan,small,metal,sphere
845,1640,95-96-44-45,brown,large,rubber,sphere
845,1809,164-53-47-49,cyan,large,rubber,cylinder
845,1362,84-67-39-49,green,large,rubber,sphere
355,1166,16-39-36-40,purple,small,rubber,cube
355,728,72-39-29-30,purple,small,rubber,sphere
355,1507,61-84-43-43,brown,large,metal,sphere
355,813,116-22-30-30,green,small,rubber,cube
355,494,144-89-20-26,yellow,small,rubber,cube
355,1015,41-65-37-38,red,small,metal,sphere
355,1797,118-48-47-47,yellow,large,rubber,cube
169,882,89-114-30-34,blue,small,rubber,cube
169,1582,179-55-40-49,green,large,rubber,cube
169,683,29-47-33-29,cyan,small,rubber,sphere
169,980,76-54-34-34,green,small,metal,sphere
169,1232,37-67-40-38,cyan,small,metal,sphere
169,1003,105-31-29-37,blue,small,rubber,cylinder
482,672,141-32-29-36,cyan,small,rubber,cube
482,1599,117-51-37-46,red,large,rubber,cylinder
482,1644,162-46-39-45,cyan,large,rubber,cube
715,873,85-107-30-35,green,small,rubber,sphere
715,950,146-30-30-35,cyan,small,rubber,cube
715,1578,16-43-43-45,red,large,rubber,cube
715,1013,97-22-34-33,cyan,small,rubber,cube
715,2276,111-69-44-57,yellow,large,rubber,cylinder
651,790,147-40-31-30,cyan,small,metal,sphere
390,1416,120-40-35-43,yellow,large,rubber,cube
390,476,23-64-25-23,brown,small,rubber,cube
390,923,79-57-36-34,green,small,metal,sphere
390,2801,87-84-48-64,gray,large,rubber,cylinder
239,1083,57-28-32-37,blue,small,rubber,cube
239,537,91-84-21-27,green,small,rubber,cube
239,448,145-62-21-22,gray,small,rubber,cube
239,519,179-79-23-27,purple,small,rubber,cube
